symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,UpdateTime,address2,lastDividendDate,impliedSharesOutstanding,toCurrency,err,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,currencySymbol,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState,preMarketSource,regularMarketChangePercent,postMarketTime,postMarketSource,postMarketChangePercent,preMarketTime,preMarketChangePercent
CSIQ,N1K 1E6,Technology,12774.0,"Canadian Solar Inc., together with its subsidiaries, designs, develops, manufactures, and sells solar ingots, wafers, cells, modules, and other solar power products. The company operates through two segments, Module and System Solutions (MSS), and Energy. The MSS segment engages in the design, development, manufacture, and sale of a range of solar power products, including standard solar modules, specialty solar products, and solar system kits that are a ready-to-install packages comprising inverters, racking systems, and other accessories. It also provides engineering, procurement, and construction; and operation and maintenance (O&M) services. This segment's energy solution products include solar inverters and energy storage systems for utility, commercial, residential, and specialty product applications. Its O&M services include inspections, repair, and replacement of plant equipment; and site management and administrative support services for solar power projects. The Energy segment engages in the development and sale of solar power projects; and operation of solar power plants and sale of electricity. As of January 31, 2020, this segment had a fleet of solar power plants in operation with an aggregate capacity of approximately 880.2 MWp. The company's primary customers include distributors, system integrators, project developers, and installers/EPC companies. Canadian Solar Inc. sells its products primarily under its Canadian Solar brand name; and on an OEM basis. It has operations in North America, South America, Europe, South Africa, the Middle East, Australia, Asia, and internationally. The company was founded in 2001 and is headquartered in Guelph, Canada.",Guelph,519 837 1881,ON,Canada,[],http://www.canadiansolar.com,1,545 Speedvale Avenue West,519 837 2550,Solar,0.1024,0.01573,0.17681,,0.319,0.04306,383004736.0,42.0,buy,689914000.0,,49.0,40.01,-0.804,1.138,0.01656,7.0,49.43,117.495,0.02945,58.0,981230016.0,2202539008.0,3740198912.0,16.391,USD,62.652,0.406,2.1,NMS,Canadian Solar Inc.,Canadian Solar Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_29762552,f14bf373-d6ec-3126-964b-78233cc4bb42,us_market,,1.013,,9.893,,,3.73,,59865200.0,,,,26.252,6843828.0,0.1141,,1609372800.0,0.512,58851000.0,2.379,,,1.5240742,0.23301001,1672444800.0,,1617148800.0,4.23,1619740800.0,46075278.0,1.424456,3789194240.0,2,,,,,,-0.794,0.6403955,1622160000.0,2.53,,10.7265415,,0.1739,6250259.0,,,40.06,39.74,44.66087,,0.0,,41.3,,1046642.0,40.06,40.646175,,39.74,1046642.0,,,,,,,39.11,USD,16.817991,790093.0,,,,2395206656.0,,,1481382.0,39.11,41.15,1000.0,790093.0,67.39,,,23.32,41.12,False,,800.0,41.3,40.01,https://logo.clearbit.com/canadiansolar.com,2021-08-07,,,,,,,,,,,,,,,,,,,,,,,,,
CGAU,M5J 2P1,Basic Materials,,"Centerra Gold Inc., a gold mining company, engages in the acquisition, exploration, development, and operation of gold and copper properties in North America, Asia, and internationally. Its flagship projects include the 100% owned Kumtor gold mine located in the Kyrgyz Republic; the Mount Milligan gold-copper mine located in British Columbia, Canada; and the ÃksÃ¼t Gold Mine located in Turkey. The company was incorporated in 2002 and is headquartered in Toronto, Canada.",Toronto,416-204-1953,ON,Canada,[],http://www.centerragold.com,1,1 University Avenue,416-204-1954,Gold,0.49722,0.32479,0.63796,962008000.0,0.061,0.30961,851118016.0,,none,1068934000.0,555590016.0,,7.59,8.928,5.115,0.10823,,,0.708,0.23695,,825593984.0,18567000.0,1711736960.0,2.783,USD,5.797,3.145,,NYQ,Centerra Gold Inc.,Centerra Gold Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_9870273,,us_market,,0.797,,1.604,-0.3318662,,,,296696000.0,,,,,1626247.0,0.0055,,1609372800.0,0.48703998,555956992.0,,0.041,0.36034977,,0.26242,1672444800.0,,1617148800.0,16.8,1622160000.0,218816530.0,0.856015,1364790272.0,2,,,,,,7.368,1.3155775,1625011200.0,,,,,,838750.0,,,7.32,7.42,9.378905,,0.078099996,,7.6353,,81142.0,7.32,7.9032354,,7.42,81142.0,,,0.17,1621987200.0,,,7.42,USD,,21407.0,,,,2251922688.0,,,118955.0,7.42,0.0,1100.0,21407.0,14.66,,,6.75,0.0,False,0.0225,1000.0,7.6353,7.59,https://logo.clearbit.com/centerragold.com,2021-08-08,Suite 1500,1621987200.0,,,,,,,,,,,,,,,,,,,,,,,
DCBO,M5V 1R9,Technology,488.0,"Docebo Inc. provides a cloud-based learning management system to train internal and external workforces, partners, and customers in North America, Europe, and the Asia-Pacific region. Its platform helps customers to centralize learning materials from peer enterprises and learners into one learning management system to expedite and enrich the learning process, increase productivity, and grow teams uniformly. The company's learning platform includes Docebo Learn, a foundational module that enables learning administrators to centralize, organize, and distribute learning content, define and track certifications, and measure results with customer reporting; Docebo, Coach & Share that provides personalized curated content and access to social learning by sharing of knowledge; Docebo Extended Enterprise that allows businesses to manage various portals for audiences; and Docebo Learning Impact that allows administrators to capture qualitative data and feedback. It also provides Docebo for Salesforce, a native integration that leverages Salesforce's application programming interface and technology architecture to produce a learning experience; and Docebo Embed (OEM), which eliminates disjointed learner experiences, long development cycles, and ineffective partner models by allowing original equipment manufacturers to embed and re-sell Docebo as a part of their software. In addition, the company offers Docebo Mobile App Publisher product that allows companies to create and publish own branded version of Docebo Go.Learn mobile learning applications; and Docebo Content that allows business to access mobile-ready material from off-the-shelf courses covering various topics within their learning platforms. It serves customers in the technology, media, manufacturing, consulting and professional services, and retail industries. The company was formerly known as Docebo Canada, Inc. Docebo Inc. founded in 2005 and is headquartered in Toronto, Canada.",Toronto,800 681 4601,ON,Canada,[],http://www.docebo.com,1,366 Adelaide Street West,,Software—Application,-0.08014,-0.1974,0.82328004,5516000.0,0.607,-0.086689994,-5700000.0,,none,51378000.0,8630625.0,,68.32,,4.831,-0.02407,,,1.961,-0.12402,,217384000.0,3868000.0,71129000.0,6.649,USD,2.371,4.658,,NMS,Docebo Inc.,Docebo Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_633790627,49c890ef-0042-3c86-b637-d71d207fce86,us_market,,23.009,,-287.119,,,,,32694300.0,,,,,342339.0,0.0105,,1609372800.0,0.39154997,-14041000.0,,,,,0.59049,1672444800.0,,1617148800.0,3.94,1619740800.0,10912244.0,,1636576512.0,2,,,,,,,31.403149,1622160000.0,,,,,,152845.0,,,70.77,70.67,51.914913,,0.0,,70.67,,58971.0,70.77,61.448822,,70.67,58971.0,,,,,,,67.66,USD,,62966.0,,,,2233674496.0,,,52498.0,67.66,69.31,900.0,62966.0,72.52,,,37.21,68.8,False,,1400.0,70.67,68.32,https://logo.clearbit.com/docebo.com,2021-08-07,Suite 701,,,,,,,,,,,,,,,,,,,,,,,,
CPG,T2P 1G1,Energy,735.0,"Crescent Point Energy Corp. explores, develops, and produces light and medium crude oil and natural gas reserves in Western Canada and the United States. The company's crude oil and natural gas properties, and related assets are located in the provinces of Saskatchewan, Alberta, British Columbia, and Manitoba; and the states of North Dakota and Montana. Crescent Point Energy Corp. was incorporated in 1994 and is headquartered in Calgary, Canada.",Calgary,403 693 0020,AB,Canada,[],http://www.crescentpointenergy.com,1,585â8th Avenue SW,403 693 0070,Oil & Gas E&P,0.35608003,-0.11241,0.58019,834899968.0,0.125,-0.02402,551500032.0,8.85,hold,812900000.0,319424992.0,8.85,3.6,,0.469,-0.00336,1.0,8.85,81.219,-0.058569998,8.85,24000000.0,2301100032.0,1548800000.0,0.041,CAD,2.923,0.341,3.0,NYQ,Crescent Point Energy Corporati,Crescent Point Energy Corp.,America/New_York,EDT,True,-14400000.0,,EQUITY,,,finmb_3109216,ef3e20fd-8dc6-3aa9-9a14-7de65c4fa75d,us_market,,3.209,,9.012,,,0.16,,581673984.0,,,,5.342,17685736.0,0.0304,,1609372800.0,0.39060003,-174100000.0,-0.267,,,0.6739049,0.087799996,1672444800.0,,1617148800.0,4.28,1619740800.0,580208399.0,3.446934,4970251776.0,4,,,,,,,1.3520314,1622160000.0,,,22.5,,,17977163.0,,,3.62,3.67,3.916,0.002762431,,,3.6982,,4079775.0,3.62,3.9122858,0.01,3.67,4079775.0,,,0.01,1623628800.0,,,3.57,USD,,2088613.0,,,,2094026240.0,,,4292815.0,3.57,3.57,27000.0,2088613.0,4.86,,3.31,1.05,3.56,False,0.0018000001,43500.0,3.6982,3.6,https://logo.clearbit.com/crescentpointenergy.com,2021-08-08,Suite 2000,,,,,,,,,,,,,,,,,,,,,,,,
AUPH,V8Z 7X8,Healthcare,294.0,"Aurinia Pharmaceuticals Inc., a biopharmaceutical company, develops and commercializes therapies to treat various diseases with unmet medical need in Japan and China. The company offers LUPKYNIS for the treatment of adult patients with active lupus nephritis. It has a collaboration and license agreement with Otsuka Pharmaceutical Co., Ltd. The company is headquartered in Victoria, Canada.",Victoria,250 744 2487,BC,Canada,[],http://www.auriniapharma.com,1,4464 Markham Street,250 744 2498,Biotechnology,-2.47073,-2.49259,0.09076,-100791000.0,29.467,-2.50525,-126012000.0,9.0,buy,-209000.0,-71047128.0,11.5,14.42,,17.599,-0.21818,7.0,11.5,2.399,-0.40126,14.0,348259008.0,8881000.0,51002000.0,2.717,USD,0.417,16.521,1.7,NGM,Aurinia Pharmaceuticals Inc,Aurinia Pharmaceuticals Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_882669,,us_market,,29.58,,-11.972,0.0041782856,,-0.55,,128156000.0,,,,2.89,13350224.0,0.1042,,1609372800.0,0.47803003,-127127000.0,-1.04,,0.3202082,4.9896193,0.08022001,1672444800.0,,1617148800.0,4.58,1623715200.0,122962247.0,0.279738,1508637696.0,2,,1382486400.0,1:50,,,,36.23406,1626307200.0,,,-26.218182,,0.1046,13377295.0,,,11.71,13.18,13.36325,,0.0,,14.6,,7112562.0,11.71,12.646857,,13.18,7112562.0,,,,,,,12.8,USD,,11679327.0,,,,1848009472.0,,,4020871.0,12.8,14.49,800.0,11679327.0,20.5,,,9.72,14.45,False,,1000.0,14.6,14.42,https://logo.clearbit.com/auriniapharma.com,2021-08-07,Suite 1203,,,,,,,,,,,,,,,,,,,,,,,,
SCR,M5V 1L9,Communication Services,258.0,"Score Media and Gaming Inc. operates as a sports media company in North America. It offers theScore, a mobile sports application that delivers customizable news, scores, stats, and notifications for various leagues and sports; and theScore esports, which produces and shares original video content pieces across its web and social platforms, including features and documentaries on high-profile teams, games, and players from across the esports scene, as well as highlights and interviews. The company also provides theScore Bet, a mobile sports betting platform that delivers various pre-game and in-game markets and betting options, lightning-fast scores, and in-game data comprising early cash-out, and easy and secure deposit and withdrawal options. In addition, it operates theScore.com, a web platform that provides sports news, scores, and video and editorial content written by original sports voices. The company was incorporated in 2012 and is based in Toronto, Canada.",Toronto,416 479 8812,ON,Canada,[],http://www.thescore.com,1,500 King Street West,416 361 2045,Electronic Gaming & Multimedia,-2.34073,-2.8242402,0.00279,-32039000.0,-0.159,-2.36617,-44427000.0,,none,4478000.0,-29749000.0,,33.38,,3.089,-0.36009997,,,76.337,-1.52278,,44721000.0,33935000.0,18980000.0,1.029,CAD,0.56,2.645,,NMS,Score Media and Gaming Inc. - S,Score Media and Gaming Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_217542789,b9c29cd5-f83c-335b-8bca-f31343315bad,us_market,,55.007,,-23.5,,,,,50342600.0,,,,,231671.0,0.0046,,1598832000.0,0.2348,-53604000.0,,,,,0.26454002,1661904000.0,,1614470400.0,0.54,1619740800.0,26709499.0,2.638101,1044039360.0,2,,,,,,,88.5372,1622160000.0,,,,,,208647.0,,,32.64,32.46,22.119785,,0.0,,33.52,,4264700.0,32.64,18.839,,32.46,4264700.0,,,,,,,32.07,USD,,3474569.0,,,,1680436096.0,,,1086303.0,32.07,17.64,3000.0,3474569.0,45.0,,,4.03,17.57,False,,800.0,33.52,33.38,https://logo.clearbit.com/thescore.com,2021-08-07,4th Floor,,,,,,,,,,,,,,,,,,,,,,,,
SNDL,T2R 1P3,Healthcare,394.0,"Sundial Growers Inc. engages in production and marketing of cannabis products for the adult-use market in Canada. It produces and distributes inhalable products, such as flower, pre-rolls, and vapes. The company offers its products under the Top Leaf, Sundial Cannabis, Palmetto, and Grasslands brands. Sundial Growers Inc. was incorporated in 2006 and is headquartered in Calgary, Canada.",Calgary,403 948 5227,AB,Canada,[],http://www.sundialgrowers.com,1,919â11 Avenue SW,,Drug Manufacturers—Specialty & Generic,-1.51545,0.0,-0.75397,-78415000.0,-0.294,-1.6371001,-86082000.0,0.44,hold,-49869000.0,15840500.0,0.6,0.8046,,9.907,-0.07135,4.0,0.6,0.127,-0.49133998,0.74,907027008.0,1340000.0,56803000.0,0.488,CAD,0.103,9.454,3.4,NCM,Sundial Growers Inc.,Sundial Growers Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_432220968,bc354618-fb1a-39b8-8b49-946903cb13ef,us_market,,13.254,,-8.746,,,-0.44,,1860000000.0,,,,,267716798.0,0.1439,,1609372800.0,0.04914,-302611008.0,,,,,0.00644,1672444800.0,,1617148800.0,1.15,1619740800.0,1858233000.0,,752875008.0,4,,,,,,,26.346426,1622160000.0,,,-1.8286364,,0.1439,238380562.0,,,0.82,0.8168,1.0385786,,0.0,,0.818,,92519812.0,0.82,0.87191427,,0.8168,92519812.0,,,,,,,0.7905,USD,,63660958.0,,,,1496556032.0,,,170201006.0,0.7905,0.7871,4000.0,63660958.0,3.96,,,0.138,0.787,False,,36200.0,0.818,0.8046,https://logo.clearbit.com/sundialgrowers.com,2021-08-08,Suite 200,,,,,,,,,,,,,,,,,,,,,,,,
ACB,T9E 0V6,Healthcare,2731.0,"Aurora Cannabis Inc. produces and distributes medical cannabis products worldwide. It is vertically integrated and horizontally diversified across various segments of the cannabis value chain, including facility engineering and design, cannabis breeding, genetics research, production, derivatives, high value-add product development, home cultivation, wholesale, and retail distribution. The company produces various strains of dried cannabis, cannabis oil and capsules, and topical kits for medical patients. It also sells vaporizers; consumable vaporizer accessories, including valves, screens, etc.; and herb mills for using CanniMed herbal cannabis products, as well as grinders and vaporizer lockable containers. In addition, the company engages in the development of medical cannabis products at various stages of development, including oral, topical, edible, and inhalable products; and operation of CanvasRX, a network of cannabis counseling and outreach centers. Further, it provides patient counselling services; design and construction services; and cannabis analytical product testing services. The company's brand portfolio includes Aurora, Aurora Drift, San Rafael '71, Daily Special, AltaVie, MedReleaf, CanniMed, Whistler, Woodstock, and ROAR Sports. Aurora Cannabis Inc. is headquartered in Edmonton, Canada.",Edmonton,855 279 4652,AB,Canada,[],http://auroramj.com,1,Edmonton International Airport,,Drug Manufacturers—Specialty & Generic,-1.3866401,0.0,-0.56801,-279648992.0,-0.25,-1.62879,-370454016.0,,none,-33539000.0,-266688624.0,,7.32,,5.878,-0.07202,,,22.08,-0.80332,,476932000.0,480918016.0,267159008.0,2.408,CAD,1.811,4.179,,NMS,Aurora Cannabis Inc.,Aurora Cannabis Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_272485300,,us_market,,5.441,,-3.924,-0.28375733,,,,197980000.0,,,,11.002,32467897.0,0.16399999,,1593475200.0,0.18997,-2434618112.0,-13.105,,0.3202082,0.6653336,0.0014,1656547200.0,,1617148800.0,7.98,1623715200.0,197484087.0,3.24183,1453744768.0,2,,1589155200.0,1:12,,,,5.433769,1626307200.0,,,,,,32920942.0,,,7.35,7.4,9.398489,,0.0,,7.4,,4292500.0,7.35,7.9108825,,7.4,4292500.0,,,,,,,7.135,USD,,2957384.0,,,,1451680384.0,,,5629076.0,7.135,7.37,900.0,2957384.0,18.98,,,3.71,7.3,False,,4000.0,7.4,7.32,https://logo.clearbit.com/auroramj.com,2021-08-08,4818 31 Street East,,,,,,,,,,,,,,,,,,,,,,,,
RPTX,H4S 2A1,Healthcare,102.0,"Repare Therapeutics Inc., a precision oncology company, discovers and develops novel therapeutics by using its synthetic lethality approach in Canada. The company use its SNIPRx, a proprietary, genome-wide, and CRISPR-enabled platform to systematically discover and develop highly targeted cancer therapies focused on genomic instability, including DNA damage repair. Its lead product candidate is RP-3500, an oral small molecule inhibitor for the treatment of solid tumors with specific DNA damage repair-related genomic alterations. It is also developing CCNE1-SL inhibitor, a proprietary drug discovery program for tumors with amplification of CCNE1; and Polymerase Theta program, a SL target associated with BRCA mutations and other genomic alterations. Repare Therapeutics Inc. was incorporated in 2016 and is headquartered in MontrÃ©al, Canada.",Montreal,857 412 7018,QC,Canada,[],http://www.reparerx.com,1,7210 Frederick-Banting,,Biotechnology,0.0,0.0,0.0,-6084000.0,,-402.23703,-53405000.0,40.0,buy,-37750000.0,-35112752.0,46.0,34.05,,31.465,-0.14762999,7.0,46.43,1.396,-0.28361,51.0,333710016.0,4005000.0,135000.0,9.043,USD,0.007,30.858,2.0,NMS,Repare Therapeutics Inc.,Repare Therapeutics Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_435208167,f56fdf17-21e6-3de0-b509-707b7aee6c59,us_market,,6464.014,,-16.34,,,,,36983400.0,,,,,732259.0,0.0198,,1609372800.0,0.83005995,-53417000.0,,,,,0.015039999,1672444800.0,,1609372800.0,5.21,1615766400.0,14111891.0,,872641856.0,2,,,,,,,9328.035,1618444800.0,,,,,0.0341,590287.0,,,35.24,34.9,32.7455,,0.0,,35.185,,73287.0,35.24,33.04286,,34.9,73287.0,,,,,,,33.23,USD,,78761.0,,,,1259284736.0,,,147396.0,33.23,33.63,800.0,78761.0,46.44,,,21.76,33.44,False,,1100.0,35.185,34.05,https://logo.clearbit.com/reparerx.com,2021-08-07,Suite 100,,,,,,,,,,,,,,,,,,,,,,,,
WKSP,L4K 0B1,Consumer Cyclical,4.0,"Worksport Ltd., through its subsidiary, designs, manufactures, and distributes truck tonneau covers in Canada and the United States. The company offers soft cover (SC) and tough cover (TC) tonneau covers, including SC3, a tri-fold cover that seals around the truck bed with a rubber gasket designed to protect cargo from moisture and debris; SC3pro that allows the operator to open the cover by pulling a release cable; and TC3, a thick aluminum tri-cover panel with a honey-comb core coated in a durable black scratch-resistant powder coating. It distributes its products through wholesalers and online retail channels. The company serves private labels and original equipment manufacturers. It is also developing TerraVis, a solar cover tonneau cover that gives rechargeable portable power to pickup truck owners. The company was formerly known as Franchise Holdings International, Inc. and changed its name to Worksport Ltd. in May 2020. Worksport Ltd. is based in Vaughan, Canada.",Vaughan,888 554 8789,ON,Canada,[],http://www.worksport.com,1,3120 Rutherford Road,416 352 5389,Auto Parts,0.0,0.0,-0.06215,-1052136.0,-0.814,-5.97437,-1867663.0,,none,47148.0,-649072.0,,5.46,,7.143,-0.21444,,,4.285,-0.5577,,9311878.0,378295.0,312767.0,0.044,USD,0.004,6.819,,NCM,WORKSPORT LTD,Worksport Ltd.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_276666169,e184fd08-a1bd-3457-815e-1ec6340706fb,us_market,,368.151,,-61.652,,,,,210678000.0,,,,,,,,1609372800.0,0.0,-2258873.0,,,,,0.07283,1672444800.0,,1617148800.0,,,161537697.0,2.605978,115145488.0,2,,1553817600.0,1:6,,,,3677.824,,,,,,,,,,4.78,4.9947,0.47178572,,0.0,,6.76,,2291837.0,4.78,0.85045713,,4.9947,2291837.0,,,,,,,4.9724,USD,,4355980.0,,,,1150301952.0,,,2461154.0,4.9724,4.68,3200.0,4355980.0,6.76,,,0.076,4.65,False,,1800.0,6.76,5.46,https://logo.clearbit.com/worksport.com,2021-08-08,Suite 414,,,,,,,,,,,,,,,,,,,,,,,,
CLS,M2N 6L7,Technology,18226.0,"Celestica Inc. provides hardware platform and supply chain solutions in North America, Europe, and Asia. It operates through two segments, Advanced Technology Solutions, and Connectivity & Cloud Solutions. The company offers a range of product manufacturing and related supply chain services, including design and development, engineering, supply chain management, new product introduction, component sourcing, electronics manufacturing and assembly, testing, complex mechanical assembly, systems integration, precision machining, order fulfillment, logistics, asset management, product licensing, and after-market repair and return services. It also provides enterprise-level data communications and information processing infrastructure products, such as routers, switches, data center interconnects, servers, and storage-related products; capacitors, microprocessors, resistors, and memory modules; and power inverters, energy storage products, smart meters, and other electronic componentry. The company serves aerospace and defense, industrial, energy, healthtech, capital equipment, original equipment manufacturers (OEMs), cloud-based, and other service providers, including hyperscalers, and other companies in a range of industries. Celestica Inc. was incorporated in 1994 and is headquartered in Toronto, Canada.",Toronto,416 448 5800,ON,Canada,[],http://www.celestica.com,1,5140 Yonge Street,,Electronic Components,0.040159997,0.01561,0.0777,197000000.0,-0.048,0.02428,224600000.0,8.0,hold,413600000.0,92775000.0,9.0,8.93,1.061,1.715,0.02253,9.0,9.28,39.691,0.06257,10.5,467200000.0,566899968.0,5592300032.0,3.685,USD,43.452,0.942,3.0,NYQ,"Celestica, Inc.",Celestica Inc.,America/New_York,EDT,False,-14400000.0,,EQUITY,,,finmb_26238,,us_market,,0.219,,5.451,0.08700979,,1.14,,108197000.0,,,,11.264,812587.0,0.0063,,1609372800.0,0.79946,87300000.0,0.678,,0.33407593,0.79279125,0.01471,1672444800.0,,1625011200.0,2.43,1623715200.0,106285561.0,2.640368,1224394752.0,2,,945820800.0,2:1,,,0.977,0.19979644,1626307200.0,0.26,,7.8333335,,0.0088,948089.0,,,8.87,9.0,8.349124,,0.0,,9.09,,806866.0,8.87,7.882647,,9.0,806866.0,,,,,,,8.88,USD,13.171092,337278.0,,,,1117321600.0,,,367349.0,8.88,8.92,800.0,337278.0,9.38,,,5.77,8.91,False,,800.0,9.09,8.93,https://logo.clearbit.com/celestica.com,2021-08-08,Suite 1900,,126798000.0,,,,,,,,,,,,,,,,,,,,,,
